id,title,year,release_month,genres,duration,country,language,directors,writers,actors,production_company,imdb_score,votes,budget,world_wide_boxoffice,metascore,profit,profit_margin
2073086,Still Mine,2012,6,['Drama'],102,Canada,English,['Michael Mcgowan'],"['Michael Mcgowan', 'Marguerite Pigott']","['James Cromwell', 'Chuck Shamata', 'Geneviève Bujold', 'Ronan Rees', 'Julie Stewart']",Mulmur Feed Co. Production,7.4,4001,,1552730,72,,
2073520,An Oversimplification of Her Beauty,2012,4,"['Animation', 'Comedy', 'Drama']",84,Usa,English,['Terence Nance'],['Terence Nance'],"['Alisa Becher', 'Jc Cain', 'Dexter Jones', 'Namik Minter', 'Terence Nance']",Mvmt,6.3,604,,71906,74,,
2073661,Stranded,2014,6,"['Drama', 'Thriller']",88,Usa,English,['Daniel Petrie Jr.'],"['Rachel Long', 'Brian Pittman']","['Scott Eastwood', 'Rita Wilson', 'Kim Matula', 'Chris Brochu', 'Julie Carmen']",Enderby Entertainment,4.7,651,3500000,,24,,
2075318,#Stuck,2014,10,"['Comedy', 'Drama', 'Romance']",82,Usa,English,['Stuart Acher'],"['Stuart Acher', 'Neil Pollner']","['Madeline Zima', 'Joel David Moore', 'Abraham Benrubi', 'Logan Agayan', 'Gaby Alcazar']",Stuck Productions,5.6,1054,,,43,,
2076216,He's Way More Famous Than You,2013,5,['Comedy'],96,Usa,English,['Michael Urie'],"['Halley Feiffer', 'Ryan Spahn']","['Halley Feiffer', 'Ryan Spahn', 'Ashlie Atkinson', 'Michael Ausiello', 'Daniel Breaker']",Logolite Entertainment,3.7,703,,,54,,
2076220,Holy Motors,2012,6,"['Drama', 'Fantasy']",115,France,French,['Leos Carax'],['Leos Carax'],"['Denis Lavant', 'Edith Scob', 'Eva Mendes', 'Kylie Minogue', 'Elise Lhomeau']",Pierre Grise Productions,7.1,40586,,1954125,84,,
2076298,Yip Man 4,2019,12,"['Action', 'Biography', 'Drama']",107,Hong Kong,Cantonese,['Wilson Yip'],"['Tai-Lee Chan', 'Hiroshi Fukazawa']","['Donnie Yen', 'Scott Adkins', 'Danny Kwok-Kwan Chan', 'Vanness Wu', 'Jim Liu']",Golden Harvest Company,7.1,20858,52000000,176345966,62,124345966,2.39
2076372,Toad Road,2012,10,['Horror'],76,Usa,English,['Jason Banker'],['Jason Banker'],"['James Davidson', 'Sara Anne Jones', 'Whitleigh Higuera', 'Jamie Siebold', 'Scott Rader']",Random Bench Productions,5.1,1196,,,54,,
2076897,My Brother the Devil,2012,11,"['Crime', 'Drama', 'Romance']",111,Uk,English,['Sally El Hosaini'],['Sally El Hosaini'],"['James Krishna Floyd', 'Fady Elsayed', 'Anthony Welsh', 'Amira Ghazalla', 'Nasser Memarzia']",Rooks Nest Entertainment,6.6,3022,,132056,71,,
2077851,Sleepwalk with Me,2012,4,['Comedy'],81,Usa,English,"['Mike Birbiglia', 'Seth Barrish']","['Mike Birbiglia', 'Ira Glass']","['Mike Birbiglia', 'Lauren Ambrose', 'James Rebhorn', 'Carol Kane', 'Cristin Milioti']",Bedrocket Media Ventures,6.8,11448,1000000,2266067,71,1266067,1.27
2077908,Zarafa,2012,4,"['Animation', 'Adventure', 'Family']",78,France,French,"['Rémi Bezançon', 'Jean-Christophe Lie']","['Alexander Abela', 'Rémi Bezançon']","['Max Renaudin Pratt', 'Simon Abkarian', 'Abraham Adesoye', 'Sjaak Caderyn', 'François-Xavier Demaison']",Prima Linea Productions,7.0,1518,,12197574,64,,
2078552,Blood,2012,6,"['Crime', 'Drama', 'Thriller']",92,Uk,English,['Nick Murphy'],"['Bill Gallagher', 'Bill Gallagher']","['Paul Bettany', 'Stephen Graham', 'Brian Cox', 'Mark Strong', 'Ben Crompton']",Bbc Films,6.0,3843,,,44,,
2078718,Sacrifice,2016,4,"['Crime', 'Horror', 'Mystery']",91,Ireland,English,['Peter A. Dowling'],"['Peter A. Dowling', 'Sharon Bolton']","['Radha Mitchell', 'Rupert Graves', 'Ian Mcelhinney', 'David Robb', 'Hilary Rose']",Subotica Entertainment,5.3,4126,,22504,23,,
2080374,Steve Jobs,2015,1,"['Biography', 'Drama']",122,Uk,English,['Danny Boyle'],"['Aaron Sorkin', 'Walter Isaacson']","['Michael Fassbender', 'Kate Winslet', 'Seth Rogen', 'Jeff Daniels', 'Michael Stuhlbarg']",Universal Pictures,7.2,150529,30000000,34441873,82,4441873,0.15
2081311,May I Kill U?,2012,1,"['Comedy', 'Horror', 'Thriller']",87,Uk,English,['Stuart Urban'],['Stuart Urban'],"['Kevin Bishop', 'Jack Doolan', 'Frances Barber', 'Hayley-Marie Axe', 'Kasia Koleczek']",Vectis Vision,5.7,374,,12571,7,,
2082156,24 Exposures,2013,1,"['Crime', 'Drama', 'Thriller']",77,Usa,English,['Joe Swanberg'],['Joe Swanberg'],"['Adam Wingard', 'Simon Barrett', 'Caroline White', 'Sophia Takal', 'Helen Rogers']",Pop Films,4.2,552,,,42,,
2082496,Une bouteille à la mer,2010,,['Drama'],100,France,Hebrew,['Thierry Binisti'],"['Thierry Binisti', 'Valérie Zenatti']","['Agathe Bonitzer', 'Mahmud Shalaby', 'Hiam Abbass', 'Riff Cohen', 'Abraham Belaga']",Ts Productions,7.2,1021,,666011,58,,
2083231,Java Heat,2013,5,"['Action', 'Crime', 'Drama']",104,Indonesia,English,['Conor Allyn'],"['Conor Allyn', 'Rob Allyn']","['Kellan Lutz', 'Ario Bayu', 'Mickey Rourke', 'Verdi Solaiman', 'Frans Tumbuan']",Margate House Films,5.1,4618,15000000,189739,35,-14810261,-0.99
2083355,The Best Man Holiday,2013,7,"['Comedy', 'Drama']",123,Usa,English,['Malcolm D. Lee'],"['Malcolm D. Lee', 'Malcolm D. Lee']","['Monica Calhoun', 'Morris Chestnut', 'Melissa De Sousa', 'Taye Diggs', 'Regina Hall']",Universal Pictures,6.7,14631,17000000,72835710,59,55835710,3.28
2083379,A Dark Truth,2012,11,"['Action', 'Thriller']",106,Canada,English,['Damian Lee'],['Damian Lee'],"['Lloyd Adams', 'Alfredo Álvarez Calderón', 'Josh Bainbridge', 'Danielle Baker', 'Steven Bauer']",Vortex Words Pictures,5.6,5736,,5750,31,,
2083383,Trouble with the Curve,2012,11,"['Drama', 'Sport']",111,Usa,English,['Robert Lorenz'],['Randy Brown'],"['Clint Eastwood', 'Chelcie Ross', 'Raymond Anthony Thomas', 'Ed Lauter', 'Amy Adams']",Warner Bros.,6.8,59171,30000000,48963137,58,18963137,0.63
2084098,Xing kong,2011,11,"['Drama', 'Fantasy']",99,Taiwan,Mandarin,['Tom Lin'],"['Jimmy Liao', 'Tom Lin']","['Jiao Xu', 'Hui-Min Lin', 'Rene Liu', 'Harlem Yu', 'Kenneth Tsang']",Atom Cinema,6.9,1113,,589299,71,,
2084970,The Imitation Game,2014,1,"['Biography', 'Drama', 'Thriller']",114,Uk,English,['Morten Tyldum'],"['Graham Moore', 'Andrew Hodges']","['Benedict Cumberbatch', 'Keira Knightley', 'Matthew Goode', 'Rory Kinnear', 'Allen Leech']",Black Bear Pictures,8.0,668033,14000000,233555708,73,219555708,15.68
2084989,Upstream Color,2013,8,"['Drama', 'Sci-Fi']",96,Usa,English,['Shane Carruth'],['Shane Carruth'],"['Amy Seimetz', 'Shane Carruth', 'Andrew Sensenig', 'Thiago Martins', 'Kathy Carruth']",Erbp,6.7,30920,50000,587174,81,537174,10.74
2085752,Autumn Blood,2013,9,"['Drama', 'Thriller']",100,Austria,English,['Markus Blunder'],"['Stephen T. Barton', 'Markus Blunder']","['Sophie Lowe', 'Maximilian Harnisch', 'Peter Stormare', 'Samuel Vauramo', 'Gustaf Skarsgård']",Dreamrunner Pictures,5.3,1689,,4024,41,,
2087850,Les infidèles,2012,5,['Comedy'],109,France,French,"['Emmanuelle Bercot', 'Fred Cavayé']","['Nicolas Bedos', 'Philippe Caverivière']","['Jean Dujardin', 'Gilles Lellouche', 'Géraldine Nakache', 'Priscilla De Laforcade', 'Florine Delobel']",Jd Prod,5.3,7788,,24629152,43,,
2088003,Big Game,2014,6,"['Action', 'Adventure']",90,Finland,English,['Jalmari Helander'],"['Jalmari Helander', 'Jalmari Helander']","['Samuel L. Jackson', 'Onni Tommila', 'Ray Stevenson', 'Victor Garber', 'Mehmet Kurtulus']",Subzero Film Entertainment,5.4,30659,,7455398,53,,
2088903,Bottled Up,2013,4,['Drama'],84,Usa,English,['Enid Zentelis'],['Enid Zentelis'],"['Melissa Leo', 'Marin Ireland', 'Josh Hamilton', 'Jamie Harrold', 'Fredric Lehne']",Olympus Pictures,5.6,228,,,43,,
2088924,The Cold Lands,2013,3,['Drama'],100,Usa,English,['Tom Gilroy'],['Tom Gilroy'],"['Lili Taylor', 'Silas Yelich', 'Maggie Low', 'Deb Monteith', 'Barry Kuhar']",Cinereach,6.2,459,,,66,,
2088950,This Is Your Death,2017,9,"['Drama', 'Thriller']",104,Usa,English,['Giancarlo Esposito'],"['Kenny Yakkel', 'Noah Pink']","['Josh Duhamel', 'Giancarlo Esposito', 'Famke Janssen', 'Caitlin Fitzgerald', 'Sarah Wayne Callies']",Dobre Films,5.6,4185,,,35,,
2088967,Valley of Saints,2012,1,['Drama'],82,India,Kashmiri,['Musa Syeed'],['Musa Syeed'],"['Mohammed Afzal', 'Gulzar Ahmed Bhat', 'Neelofar Hamid']",,7.1,178,,,85,,
2090447,A Green Story,2012,7,['Biography'],90,Usa,English,['Nika Agiashvili'],['Nika Agiashvili'],"['Shannon Elizabeth', ""Ed O'Ross"", 'Billy Zane', 'Annabella Sciorra', 'Malcolm Mcdowell']",Paramyth Films,5.5,213,850000,12901,27,-837099,-0.98
2090465,Black Butterfly,2017,7,"['Crime', 'Mystery', 'Thriller']",93,Spain,English,['Brian Goodman'],"['Justin Stanley', 'Marc Frydman']","['Antonio Banderas', 'Jonathan Rhys Meyers', 'Piper Perabo', 'Vincent Riotta', 'Brian Goodman']",Ambi Pictures,6.2,12054,,391431,43,,
2090488,Down and Dangerous,2013,2,"['Crime', 'Thriller']",95,Usa,English,['Zak Forsman'],['Zak Forsman'],"['John T. Woods', 'Paulie Rojas Redding', 'Ross Marquand', 'Judd Nelson', 'Ernest Curcio']",The Sabi Company,5.1,847,,,43,,
2091256,Captain Underpants: The First Epic Movie,2017,11,"['Animation', 'Action', 'Comedy']",89,Usa,English,['David Soren'],"['Nicholas Stoller', 'Dav Pilkey']","['Kevin Hart', 'Ed Helms', 'Nick Kroll', 'Thomas Middleditch', 'Jordan Peele']",Dreamworks Animation,6.2,24337,38000000,125427681,69,87427681,2.3
2091318,I Am Not a Hipster,2012,1,"['Drama', 'Music']",90,Usa,English,['Destin Daniel Cretton'],['Destin Daniel Cretton'],"['Dominic Bogart', 'Alvaro Manrique', 'Tammy Minoff', 'Lauren Coleman', 'Kandis Fay']",Uncle Freddy Productions,6.6,1463,,,53,,
2091325,Bad Johnson,2014,5,"['Comedy', 'Fantasy', 'Romance']",88,Usa,English,['Huck Botko'],['Jeff Tetreault'],"['Jamie Chung', 'Cam Gigandet', 'Katherine Cunningham', 'Nick Thune', 'Casey Tutton']",2Ds Productions,4.5,4785,,27650,25,,
2091343,Loves Her Gun,2013,1,['Drama'],99,Usa,English,['Geoff Marslett'],"['Lauren Modery', 'Geoff Marslett']","['Trieste Kelly Dunn', 'Francisco Barreiro', 'Ashley Spillers', 'Geoff Marslett', 'Miranda Childs']",Swerve Pictures,4.9,261,,,51,,
2091427,The Boy Who Smells Like Fish,2013,9,"['Comedy', 'Drama']",92,Mexico,English,['Analeine Cal Y Mayor'],"['Analeine Cal Y Mayor', 'Javier Gullón']","['Douglas Smith', 'Zoë Kravitz', 'Carrie-Anne Moss', 'Ariadna Gil', 'Don Mckellar']",Rhombus Media,6.1,588,4700000,,47,,
2091473,Promised Land,2012,2,['Drama'],106,Usa,English,['Gus Van Sant'],"['John Krasinski', 'Matt Damon']","['Matt Damon', 'Benjamin Sheeler', 'Terry Kinney', 'Carla Bianco', 'Joe Coyle']",Focus Features,6.6,35992,15000000,11039031,55,-3960969,-0.26
2091478,Air,2015,10,"['Drama', 'Sci-Fi', 'Thriller']",95,Usa,English,['Christian Cantamessa'],"['Christian Cantamessa', 'Chris Pasetto']","['Norman Reedus', 'Djimon Hounsou', 'Sandrine Holt', 'Michael Hogan', 'Steve Burgess']",Automatik Entertainment,5.1,11554,,,33,,
2091935,Mr. Right,2015,5,"['Action', 'Comedy', 'Romance']",95,Usa,English,['Paco Cabezas'],['Max Landis'],"['Sam Rockwell', 'Anna Kendrick', 'Tim Roth', 'James Ransone', 'Anson Mount']",Amasia Entertainment,6.3,49106,8000000,607595,52,-7392405,-0.92
2092011,What Richard Did,2012,10,['Drama'],88,Ireland,English,['Lenny Abrahamson'],"['Malcolm Campbell', 'Kevin Power']","['Jack Reynor', 'Fionn Walton', 'Gavin Drea', 'Patrick Gibson', ""Liana O'Cleirigh""]",Element Pictures,6.3,4793,,488327,80,,
2093270,The Returned,2013,11,"['Crime', 'Drama', 'Horror']",98,Spain,English,['Manuel Carballo'],"['Hatem Khraiche', 'Hatem Khraiche']","['Emily Hampshire', 'Kris Holden-Ried', 'Shawn Doyle', 'Claudia Bassols', 'Melina Matthews']",Ramaco Media I,5.9,7987,5000000,612521,47,-4387479,-0.88
2093991,Elvis & Nixon,2016,9,"['Comedy', 'History']",86,Usa,English,['Liza Johnson'],"['Joey Sagal', 'Hanala Sagal']","['Michael Shannon', 'Kevin Spacey', 'Alex Pettyfer', 'Johnny Knoxville', 'Colin Hanks']",Amazon Studios,6.4,12831,,1798432,59,,
2093995,Fort Bliss,2014,10,"['Drama', 'War']",116,Turkey,English,['Claudia Myers'],"['Claudia Myers', 'Claudia Myers']","['Michelle Monaghan', 'Pablo Schreiber', 'Emmanuelle Chriqui', 'Ron Livingston', 'Freddy Rodríguez']",Yeniceri Produksiyon A.S.,6.4,2992,1000000,669247,68,-330753,-0.33
2094018,Hours,2013,12,"['Drama', 'Thriller']",97,Usa,English,['Eric Heisserer'],['Eric Heisserer'],"['Paul Walker', 'Genesis Rodriguez', 'Nancy Nave', 'Shane Jacobsen', 'Natalia Safran']",The Safran Company,6.4,27795,4000000,801983,55,-3198017,-0.8
2094034,Runoff,2014,6,['Drama'],90,Usa,English,['Kimberly Levin'],['Kimberly Levin'],"['Joanne Kelly', 'Neal Huff', 'Alex Shaffer', 'Kivlighan De Montebello', 'Darlene Hunt']",Cantuckee Pictures,5.8,329,,30186,64,,
2094064,Much Ado About Nothing,2012,6,"['Comedy', 'Drama', 'Romance']",109,Usa,English,['Joss Whedon'],"['Joss Whedon', 'William Shakespeare']","['Amy Acker', 'Alexis Denisof', 'Nathan Fillion', 'Clark Gregg', 'Reed Diamond']",Bellwether Pictures,7.1,15929,,5341221,78,,
2094155,Dead Man's Burden,2012,5,"['Drama', 'Western']",93,Usa,English,['Jared Moshe'],['Jared Moshe'],"['Barlow Jacobs', 'Clare Bowen', 'David Call', 'Joseph Lyle Taylor', 'Richard Riehle']",Illuminaria Productions,5.5,611,,29634,76,,
2094762,And Now a Word from Our Sponsor,2013,5,"['Comedy', 'Drama']",87,Canada,English,['Zack Bernbaum'],"['Michael Hamilton-Wright', 'Michael Hamilton-Wright']","['Bruce Greenwood', 'Parker Posey', 'Callum Blue', 'Allie Macdonald', 'Rhys Ward']",Adman Productions,4.9,843,,,33,,
2094766,Assassin's Creed,2016,1,"['Action', 'Adventure', 'Sci-Fi']",115,Usa,English,['Justin Kurzel'],"['Michael Lesslie', 'Adam Cooper']","['Michael Fassbender', 'Marion Cotillard', 'Jeremy Irons', 'Brendan Gleeson', 'Charlotte Rampling']",Regency Enterprises,5.7,181433,125000000,240697856,36,115697856,0.93
2094877,Les saveurs du Palais,2012,3,"['Biography', 'Comedy']",95,France,French,['Christian Vincent'],"['Etienne Comar', 'Christian Vincent']","['Catherine Frot', 'Arthur Dupont', ""Jean D'Ormesson"", 'Hippolyte Girardot', 'Jean-Marc Roulot']",Vendôme Production,6.4,5818,,11509942,61,,
2094890,Mother of George,2013,1,['Drama'],107,Nigeria,English,['Andrew Dosunmu'],['Darci Picoult'],"['Danai Gurira', 'Isaach De Bankolé', 'Anthony Okungbowa', 'Bukky Ajayi', 'Yaya Dacosta']",Maybach Film Productions,6.4,1037,750000,157937,77,-592063,-0.79
2095649,Grace of Monaco,2014,5,"['Biography', 'Drama', 'Romance']",103,Switzerland,English,['Olivier Dahan'],['Arash Amel'],"['Nicole Kidman', 'Tim Roth', 'Frank Langella', 'Paz Vega', 'Parker Posey']",Stone Angels,5.7,18084,30000000,27515247,21,-2484753,-0.08
2095713,Missionary,2013,7,"['Drama', 'Thriller']",90,Usa,English,['Anthony Diblasi'],"['Bruce Wood', 'Scott Poiley']","['Dawn Olivieri', 'Mitch Ryan', 'Kip Pardue', 'J. Larose', 'Connor Christie']",Poiley Wood Entertainment,5.3,679,,2120,48,,
2096672,Dumb and Dumber To,2014,12,['Comedy'],109,Usa,English,"['Bobby Farrelly', 'Peter Farrelly']","['Sean Anders', 'John Morris']","['Jim Carrey', 'Jeff Daniels', 'Rob Riggle', 'Laurie Holden', 'Rachel Melvin']",Universal Pictures,5.6,126513,40000000,169837010,36,129837010,3.25
2096673,Inside Out,2015,9,"['Animation', 'Adventure', 'Comedy']",95,Usa,English,"['Pete Docter', 'Ronnie Del Carmen']","['Pete Docter', 'Ronnie Del Carmen']","['Amy Poehler', 'Phyllis Smith', 'Richard Kind', 'Bill Hader', 'Lewis Black']",Pixar Animation Studios,8.1,592575,175000000,858071350,94,683071350,3.9
2097298,"McFarland, USA",2015,2,"['Biography', 'Drama', 'Sport']",129,Usa,English,['Niki Caro'],"['Christopher Cleveland', 'Bettina Gilois']","['Kevin Costner', 'Ramiro Rodriguez', 'Carlos Pratts', 'Johnny Ortiz', 'Rafael Martinez']",Mayhem Pictures,7.4,34643,17000000,45710059,60,28710059,1.69
2097307,Hit and Run,2012,8,"['Action', 'Comedy']",100,Usa,English,"['David Palmer', 'Dax Shepard']",['Dax Shepard'],"['Kristen Bell', 'Dax Shepard', 'Tom Arnold', 'Kristin Chenoweth', 'Michael Rosenbaum']",Exclusive Media Group,6.1,34150,2000000,16816647,50,14816647,7.41
2097331,The Family Fang,2015,9,"['Comedy', 'Drama', 'Mystery']",105,Usa,English,['Jason Bateman'],"['Kevin Wilson', 'David Lindsay-Abaire']","['Marin Ireland', 'Jason Bateman', 'Nicole Kidman', 'Kathryn Hahn', 'Christopher Walken']",Aggregate Films,6.1,7682,,649555,67,,
2098628,Augustine,2012,11,"['Drama', 'History']",102,France,French,['Alice Winocour'],['Alice Winocour'],"['Vincent Lindon', 'Soko', 'Chiara Mastroianni', 'Olivier Rabourdin', 'Roxane Duran']",Dharamsala,6.0,1352,,262390,74,,
2099556,Antiviral,2012,2,"['Horror', 'Mystery', 'Sci-Fi']",108,Canada,English,['Brandon Cronenberg'],['Brandon Cronenberg'],"['Caleb Landry Jones', 'Sarah Gadon', 'Lisa Berry', 'Douglas Smith', 'Nenna Abuwa']",Alliance,5.7,11783,,61808,55,,
2099788,Welcome to Pine Hill,2012,3,['Drama'],81,Usa,English,['Keith Miller'],"['Keith Miller', 'Keith Miller']","['Shanon Harper', 'Junior Adolph', 'Ernest Bastien', 'Mark Anthony Hackett', 'Lillie Jayne']",Esopus Creek Pictures,6.2,218,,6115,74,,
2101341,Dead Man Down,2013,3,"['Action', 'Crime', 'Drama']",118,Usa,English,['Niels Arden Oplev'],['J.H. Wyman'],"['Colin Farrell', 'Noomi Rapace', 'Terrence Howard', 'Dominic Cooper', 'Isabelle Huppert']",Filmdistrict,6.5,63190,30000000,18074539,39,-11925461,-0.4
2101383,Knight of Cups,2015,11,"['Drama', 'Romance']",118,Usa,English,['Terrence Malick'],['Terrence Malick'],"['Christian Bale', 'Cate Blanchett', 'Natalie Portman', 'Brian Dennehy', 'Antonio Banderas']",Dogwood Films,5.7,24318,,1026288,53,,
2101441,Spring Breakers,2012,3,"['Crime', 'Drama']",94,Usa,English,['Harmony Korine'],['Harmony Korine'],"['James Franco', 'Selena Gomez', 'Vanessa Hudgens', 'Ashley Benson', 'Rachel Korine']",Muse Productions,5.3,133931,5000000,31724284,63,26724284,5.34
2101570,In the Blood,2014,4,"['Action', 'Crime', 'Thriller']",108,Uk,English,['John Stockwell'],"['James Robert Johnston', 'Bennett Yellin']","['Gina Carano', 'Cam Gigandet', 'Ismael Cruz Cordova', 'Danny Trejo', 'Luis Guzmán']",Anchor Bay Films,5.7,11114,10000000,594860,40,-9405140,-0.94
2102496,Cabin Fever: Patient Zero,2014,2,"['Horror', 'Sci-Fi']",91,Usa,English,['Kaare Andrews'],['Jake Wade Wall'],"['Sean Astin', 'Currie Graham', 'Ryan Donowho', 'Brando Eaton', 'Jillian Murray']",Film002,4.4,6914,,,30,,
2102499,I Do,2012,10,"['Drama', 'Romance']",91,Usa,English,['Glenn Gaylord'],['David W. Ross'],"['Jamie-Lynn Sigler', 'Alicia Witt', 'Maurice Compte', 'David W. Ross', 'Mickey Cottrell']",School Pictures,6.5,1061,,,23,,
2102502,Fei chang xing yun,2013,9,"['Action', 'Adventure', 'Comedy']",114,China,Chinese,['Dennie Gordon'],"['Amy Snow', 'Chris Chow']","['Ziyi Zhang', 'Leehom Wang', 'Terri Kwan', 'Ryan Zheng', 'Jack Kao']",Bona International Film Group,5.1,460,,22259179,33,,
2103171,Het Meisje en de Dood,2012,11,"['Drama', 'Romance']",127,Netherlands,German,['Jos Stelling'],"['Jos Stelling', 'Bert Rijkelijkhuizen']","['Sylvia Hoeks', 'Dieter Hallervorden', 'Henri Garcin', 'Renata Litvinova', 'Svetlana Svetlichnaya']",Algemene Vereniging Radio Omroep (Avro),6.4,691,,90477,44,,
2103217,Maniac,2012,1,"['Horror', 'Thriller']",89,France,English,['Franck Khalfoun'],"['Alexandre Aja', 'Grégory Levasseur']","['Nora Arnezeder', 'Brian Ames', 'America Olivo', 'Genevieve Alexandra', 'Liane Balaban']",La Petite Reine,6.1,34573,6000000,2631275,47,-3368725,-0.56
2103254,Tammy,2014,7,"['Comedy', 'Romance']",97,Usa,English,['Ben Falcone'],"['Melissa Mccarthy', 'Ben Falcone']","['Melissa Mccarthy', 'Susan Sarandon', 'Kathy Bates', 'Allison Janney', 'Dan Aykroyd']",Gary Sanchez Productions,4.9,47138,20000000,100375432,39,80375432,4.02
2103264,Emperor,2012,10,"['Drama', 'History', 'War']",107,Japan,English,['Peter Webber'],"['Vera Blasi', 'David Klass']","['Matthew Fox', 'Tommy Lee Jones', 'Eriko Hatsune', 'Toshiyuki Nishida', 'Masayoshi Haneda']",Krasnoff Foster Productions,6.5,13068,,14858240,48,,
2103267,Adoration,2013,10,"['Drama', 'Romance']",97,Australia,English,['Anne Fontaine'],"['Anne Fontaine', 'Doris Lessing']","['Naomi Watts', 'Robin Wright', 'Xavier Samuel', 'James Frecheville', 'Ben Mendelsohn']",Gaumont,6.2,31704,16000000,1575749,37,-14424251,-0.9
2103281,Dawn of the Planet of the Apes,2014,7,"['Action', 'Adventure', 'Drama']",130,Usa,English,['Matt Reeves'],"['Mark Bomback', 'Rick Jaffa']","['Andy Serkis', 'Jason Clarke', 'Gary Oldman', 'Keri Russell', 'Toby Kebbell']",Chernin Entertainment,7.6,406657,170000000,710644566,79,540644566,3.18
2105044,V/H/S,2012,9,"['Horror', 'Sci-Fi', 'Thriller']",116,Usa,English,"['Matt Bettinelli-Olpin', 'David Bruckner']","['Brad Miska', 'Simon Barrett']","['Calvin Reeder', 'Lane Hughes', 'Kentucker Audley', 'Adam Wingard', 'Frank Stack']",8383 Productions,5.8,56011,,1944287,55,,
2106361,Into the Storm,2014,8,"['Action', 'Adventure', 'Drama']",89,Usa,English,['Steven Quale'],['John Swetnam'],"['Richard Armitage', 'Sarah Wayne Callies', 'Matt Walsh', 'Max Deacon', 'Nathan Kress']",Broken Road Productions,5.8,63863,50000000,161502194,44,111502194,2.23
2106476,Jagten,2012,11,['Drama'],115,Denmark,Danish,['Thomas Vinterberg'],"['Tobias Lindholm', 'Thomas Vinterberg']","['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp', 'Lasse Fogelstrøm', 'Susse Wold']",Danmarks Radio (Dr),8.3,269616,3800000,15843274,77,12043274,3.17
2106537,Matru ki Bijlee ka Mandola,2013,1,"['Comedy', 'Drama']",151,India,Hindi,['Vishal Bhardwaj'],"['Vishal Bhardwaj', 'Vishal Bhardwaj']","['Imran Khan', 'Anushka Sharma', 'Pankaj Kapur', 'Lekha Washington', 'Arya Babbar']",Vishal Bhardwaj Pictures,5.6,5933,,6009116,46,,
2106670,Donui mat,2012,5,"['Drama', 'Thriller']",115,South Korea,Korean,['Sang-Soo Im'],['Sang-Soo Im'],"['Kang-Woo Kim', 'Yun-Shik Baek', 'Yuh-Jung Youn', 'Hyo-Jin Kim', 'Maui Taylor']",Above The Line Productions,5.7,1311,,7539438,54,,
