id,title,year,release_month,genres,duration,country,language,directors,writers,actors,production_company,imdb_score,votes,budget,world_wide_boxoffice,metascore,profit,profit_margin
2011311,The Outsider,2018,3,"['Action', 'Crime', 'Drama']",120,Usa,English,['Martin Zandvliet'],['Andrew Baldwin'],"['Jared Leto', 'Tadanobu Asano', 'Kippei Shîna', 'Shioli Kutsuna', 'Emile Hirsch']",Linson Entertainment,6.3,19548,,1869,30,,
2011953,Keep the Lights On,2012,7,"['Drama', 'Romance']",101,Usa,English,['Ira Sachs'],"['Ira Sachs', 'Mauricio Zacharias']","['Thure Lindhardt', 'Zachary Booth', 'Marilyn Neimark', 'Paprika Steen', 'Sebastian La Cause']",Alarum Pictures,6.4,5256,,388331,79,,
2011971,Monsieur Lazhar,2011,8,"['Comedy', 'Drama']",95,Canada,French,['Philippe Falardeau'],"['Philippe Falardeau', 'Evelyne De La Chenelière']","['Mohamed Fellag', 'Sophie Nélisse', 'Émilien Néron', 'Marie-Ève Beauregard', 'Vincent Millard']",Canadian Broadcasting Corporation (Cbc),7.5,18901,,9074711,82,,
2012011,Scenic Route,2013,8,"['Drama', 'Thriller']",82,Usa,English,"['Kevin Goetz', 'Michael Goetz']",['Kyle Killen'],"['Josh Duhamel', 'Dan Fogler', 'Peter Michael Goetz', 'Christie Burson', 'Jamie Donovan']",Anonymous Content,6.5,10191,,3434,34,,
2013293,Kaze tachinu,2013,9,"['Animation', 'Biography', 'Drama']",126,Japan,English,['Hayao Miyazaki'],"['Hayao Miyazaki', 'Hayao Miyazaki']","['Hideaki Anno', 'Hidetoshi Nishijima', 'Miori Takimoto', 'Masahiko Nishimura', 'Mansai Nomura']",Studio Ghibli,7.8,70175,30000000,136454220,83,106454220,3.55
2014346,Somebody Up There Likes Me,2012,3,"['Comedy', 'Romance']",76,Usa,English,['Bob Byington'],['Bob Byington'],"['Nick Offerman', 'Keith Poulson', 'Jess Weixler', 'Stephanie Hunt', 'Marshall Bell']",Somebody The Movie Llc,5.8,1491,,89435,58,,
2015381,Guardians of the Galaxy,2014,10,"['Action', 'Adventure', 'Comedy']",121,Usa,English,['James Gunn'],"['James Gunn', 'Nicole Perlman']","['Chris Pratt', 'Zoe Saldana', 'Dave Bautista', 'Vin Diesel', 'Bradley Cooper']",Marvel Studios,8.0,1023350,170000000,772791156,76,602791156,3.55
2016335,Walter,2015,5,"['Comedy', 'Drama']",94,Usa,English,['Anna Mastro'],['Paul Shoulberg'],"['Milo Ventimiglia', 'Virginia Madsen', 'Neve Campbell', 'Peter Facinelli', 'William H. Macy']",Purple Bench Films,5.4,1872,1200000,,36,,
2016940,Man of Tai Chi,2013,7,"['Action', 'Drama']",105,Usa,Cantonese,['Keanu Reeves'],['Michael G. Cooney'],"['Tiger Hu Chen', 'Keanu Reeves', 'Karen Mok', 'Hai Yu', 'Qing Ye']",China Film Group Corporation (Cfgc),6.1,34892,25000000,5464885,52,-19535115,-0.78
2016955,Nuit #1,2011,6,['Drama'],91,Canada,French,['Anne Émond'],['Anne Émond'],"['Catherine De Léan', 'Dimitri Storoge', 'Véronique Rebizov', 'Raphaël Boulanger', 'Mika Pluviose']",Metafilms,6.4,789,,17716,61,,
2017020,The Smurfs 2,2013,9,"['Animation', 'Adventure', 'Comedy']",105,Usa,English,['Raja Gosnell'],"['J. David Stem', 'David N. Weiss']","['Hank Azaria', 'Neil Patrick Harris', 'Brendan Gleeson', 'Jayma Mays', 'Jacob Tremblay']",Columbia Pictures,5.3,36946,105000000,347545360,34,242545360,2.31
2017038,All Is Lost,2013,2,"['Action', 'Adventure', 'Drama']",106,Usa,English,['J.C. Chandor'],['J.C. Chandor'],['Robert Redford'],Roadside Attractions,6.9,74976,9000000,13627519,87,4627519,0.51
2017486,Closer to the Moon,2014,3,"['Comedy', 'Crime', 'Drama']",112,Romania,English,['Nae Caranfil'],['Nae Caranfil'],"['Vera Farmiga', 'Mark Strong', 'Harry Lloyd', 'Anton Lesser', 'Joe Armstrong']",Agresywna Banda,6.9,3847,,,47,,
2017561,Xi you: Xiang mo pian,2013,2,"['Action', 'Adventure', 'Comedy']",110,China,Mandarin,"['Stephen Chow', 'Chi-Kin Kwok']","['Stephen Chow', 'Chi-Kin Kwok']","['Qi Shu', 'Zhang Wen', 'Bo Huang', 'Show Lo', 'Sheung-Ching Lee']",Bingo Movie Development,6.8,11396,,205637183,68,,
2018069,Our House,2018,7,"['Drama', 'Horror', 'Mystery']",90,Canada,English,['Anthony Scott Burns'],"['Nathan Parker', 'Matt Osterman']","['John Ralston', 'Thomas Mann', 'Percy Hynes White', 'Lucius Hoyos', 'Allison Hossack']",Prospero Pictures,5.3,6333,,24039,45,,
2018086,Camille Claudel 1915,2013,3,"['Biography', 'Drama']",95,France,French,['Bruno Dumont'],"['Paul Claudel', 'Camille Claudel']","['Juliette Binoche', 'Jean-Luc Vincent', 'Jessica Errero', 'Robert Leroy', 'Emmanuel Kauffman']",3B Productions,6.5,3260,,660355,65,,
2018111,And Then I Go,2017,4,['Drama'],99,Usa,English,['Vincent Grashaw'],"['Brett Haley', 'Jim Shepard']","['Arman Darbo', 'Melonie Diaz', 'Lucy Shepard', 'Tony Hale', 'Sawyer Barth']",Two Flints,6.2,803,,,77,,
2023453,Diary of a Wimpy Kid: Dog Days,2012,8,"['Comedy', 'Family']",94,Usa,English,['David Bowers'],"['Maya Forbes', 'Wallace Wolodarsky']","['Zachary Gordon', 'Steve Zahn', 'Robert Capron', 'Devon Bostick', 'Rachael Harris']",Fox 2000 Pictures,6.3,21460,22000000,77229695,54,55229695,2.51
2023587,Mama,2013,3,"['Horror', 'Thriller']",100,Canada,English,['Andy Muschietti'],"['Andy Muschietti', 'Barbara Muschietti']","['Jessica Chastain', 'Nikolaj Coster-Waldau', 'Megan Charpentier', 'Isabelle Nélisse', 'Daniel Kash']",Universal Pictures,6.2,166729,15000000,146428180,57,131428180,8.76
2023690,Sightseers,2012,6,"['Adventure', 'Comedy', 'Crime']",88,Uk,English,['Ben Wheatley'],"['Alice Lowe', 'Steve Oram']","['Alice Lowe', 'Eileen Davies', 'Steve Oram', 'Roger Michael', 'Tony Way']",Studiocanal,6.5,26241,,2122909,69,,
2023714,Sun Don't Shine,2012,11,"['Crime', 'Drama', 'Horror']",90,Usa,English,['Amy Seimetz'],['Amy Seimetz'],"['Kate Lyn Sheil', 'Kentucker Audley', 'Aj Bowen', 'Kit Gwin', 'Mark Reeb']",,6.1,753,,,70,,
2023765,The Unspeakable Act,2012,3,['Drama'],91,Usa,English,['Dan Sallitt'],['Dan Sallitt'],"['Tallie Medel', 'Sky Hirschkron', 'Aundrea Fares', 'Kati Schwartz', 'Caroline Luft']",Static Prods.,5.7,506,50000,,76,,
2024432,Identity Thief,2013,8,"['Comedy', 'Crime', 'Drama']",111,Usa,English,['Seth Gordon'],"['Craig Mazin', 'Jerry Eeten']","['Jason Bateman', 'Melissa Mccarthy', 'Jon Favreau', 'Amanda Peet', 'T.I.']",Aggregate Films,5.7,122413,35000000,173965010,35,138965010,3.97
2024469,Non-Stop,2014,5,"['Action', 'Mystery', 'Thriller']",106,Uk,English,['Jaume Collet-Serra'],"['John W. Richardson', 'Christopher Roach']","['Liam Neeson', 'Julianne Moore', 'Scoot Mcnairy', 'Michelle Dockery', 'Nate Parker']",Studiocanal,6.9,246465,50000000,222809600,56,172809600,3.46
2024519,The Broken Circle Breakdown,2012,5,"['Drama', 'Music', 'Romance']",111,Belgium,Flemish,['Felix Van Groeningen'],"['Johan Heldenbergh', 'Mieke Dobbels']","['Johan Heldenbergh', 'Veerle Baetens', 'Nell Cattrysse', 'Geert Van Rampelberg', 'Nils De Caster']",Menuet Producties,7.8,38628,,5990754,70,,
2024544,12 Years a Slave,2013,2,"['Biography', 'Drama', 'History']",134,Usa,English,['Steve Mcqueen'],"['John Ridley', 'Solomon Northup']","['Chiwetel Ejiofor', 'Dwight Henry', 'Dickie Gravois', 'Bryan Batt', 'Ashley Dyke']",Regency Enterprises,8.1,624629,20000000,187733202,96,167733202,8.39
2025667,Smiley,2012,10,"['Comedy', 'Horror', 'Mystery']",95,Usa,English,['Michael J. Gallagher'],"['Glasgow Phillips', 'Michael J. Gallagher']","['Caitlin Gerard', 'Melanie Papalia', 'Shane Dawson', 'Andrew James Allen', 'Liza Weil']",Level 10 Films,3.4,8403,,,25,,
2025690,The Finest Hours,2016,3,"['Action', 'Drama', 'History']",117,Usa,English,['Craig Gillespie'],"['Scott Silver', 'Paul Tamasy']","['Chris Pine', 'Casey Affleck', 'Ben Foster', 'Eric Bana', 'Holliday Grainger']",Walt Disney Pictures,6.8,60434,80000000,52099090,58,-27900910,-0.35
2027064,Blue Caprice,2013,5,"['Biography', 'Crime', 'Drama']",93,Usa,English,['Alexandre Moors'],"['Alexandre Moors', 'R.F.I. Porto']","['Tequan Richmond', 'April Yvette Thompson', 'Isaiah Washington', 'Abner Expósito', 'Raúl Aquino']",Simonsays Entertainment,6.0,5408,,93995,76,,
2027140,L'écume des jours,2013,9,"['Comedy', 'Drama', 'Fantasy']",131,France,French,['Michel Gondry'],"['Michel Gondry', 'Luc Bossi']","['Romain Duris', 'Audrey Tautou', 'Gad Elmaleh', 'Omar Sy', 'Aïssa Maïga']",Brio Films,6.5,14964,,10435322,54,,
2027231,Perfect Sisters,2014,10,"['Crime', 'Drama', 'Thriller']",96,Canada,English,['Stanley M. Brooks'],"['Fab Filippo', 'Bob Mitchell']","['Abigail Breslin', 'Georgie Henley', 'Mira Sorvino', 'James Russo', 'Rusty Schwimmer']",Julijette,5.6,6168,,,44,,
2032452,Frank the Bastard,2013,7,"['Drama', 'Mystery', 'Thriller']",111,Usa,English,['Brad Coley'],"['Brad Coley', 'Brad Coley']","['Rachel Miner', 'Andy Comeau', 'Shamika Cotton', 'Chris Sarandon', 'William Sadler']",Big Indie Pictures,4.9,125,,,39,,
2032557,The Reluctant Fundamentalist,2012,6,"['Drama', 'Thriller']",130,Usa,English,['Mira Nair'],"['Javed Akhtar', 'Ami Boghani']","['Riz Ahmed', 'Kate Hudson', 'Liev Schreiber', 'Kiefer Sutherland', 'Om Puri']",Cine Mosaic,6.9,13156,,2176576,54,,
2032572,USS Indianapolis: Men of Courage,2016,7,"['Action', 'Drama', 'History']",128,Usa,English,['Mario Van Peebles'],"['Cam Cannon', 'Richard Rionda Del Castro']","['Nicolas Cage', 'Tom Sizemore', 'Thomas Jane', 'Matt Lanter', 'James Remar']",Hannibal Media,5.2,11051,40000000,2158568,30,-37841432,-0.95
2033952,Barrymore,2011,8,['Drama'],83,Canada,English,['Erik Canuel'],"['Erik Canuel', 'William Luce']","['Christopher Plummer', 'John Plumpis']",,7.2,331,,59495,61,,
2034031,Laggies,2014,10,"['Comedy', 'Drama', 'Romance']",99,Usa,English,['Lynn Shelton'],['Andrea Seigel'],"['Rocki Ducharme', 'Sara Lynne Wright', 'Larissa Schmitz', 'Phillip Abraham', 'Maura Lindsay']",Anonymous Content,6.4,41259,5000000,2379154,63,-2620846,-0.52
2034060,Nana,2011,4,['Drama'],68,France,French,['Valérie Massadian'],[],"['Kelyna Lecomte', 'Marie Delmas', 'Alain Sabras']",Gaïjin,6.5,293,,,76,,
2034098,Saving Lincoln,2013,2,"['Biography', 'Drama', 'History']",101,Usa,English,['Salvador Litvak'],"['Nina Davidovich', 'Salvador Litvak']","['Tom Amandes', 'Lea Coco', 'Penelope Ann Miller', 'Bruce Davison', 'Creed Bratton']",Pictures From The Fringe,5.4,307,700000,,21,,
2034139,The Last Exorcism Part II,2013,7,"['Horror', 'Thriller']",88,France,English,['Ed Gass-Donnelly'],"['Damien Chazelle', 'Ed Gass-Donnelly']","['Ashley Bell', 'Julia Garner', 'Spencer Treat Clark', 'David Jensen', 'Tarra Riggs']",Studiocanal,4.0,15595,5000000,25051865,35,20051865,4.01
2034800,The Great Wall,2016,2,"['Action', 'Adventure', 'Fantasy']",103,Usa,English,['Yimou Zhang'],"['Carlo Bernard', 'Doug Miro']","['Matt Damon', 'Tian Jing', 'Willem Dafoe', 'Andy Lau', 'Pedro Pascal']",Legendary East,5.9,121995,150000000,334933831,42,184933831,1.23
2035630,Starlet,2012,5,['Drama'],103,Usa,English,['Sean Baker'],"['Sean Baker', 'Chris Bergoch']","['Dree Hemingway', 'Boonee', 'Stella Maeve', 'Sheri Vecchio', 'Robert Malmuth']",Maybach Film Productions,6.8,6742,,146222,74,,
2035670,The Wedding Video,2012,8,['Comedy'],94,Uk,English,['Nigel Cole'],['Tim Firth'],"['Lucy Punch', 'Matt Berry', 'Harriet Walter', 'Michelle Gomez', 'Miriam Margolyes']",Squirrel Films,5.4,2263,,1827650,51,,
2036376,Girls Against Boys,2012,2,"['Drama', 'Horror', 'Thriller']",93,Usa,English,['Austin Chick'],['Austin Chick'],"['Nicole Laliberte', 'Danielle Panabaker', 'Matthew Rauch', 'Liam Aiken', 'Caroline Lagerfelt']",Floren Shieh Productions,4.8,3379,,7529,17,,
2039338,Flatliners,2017,11,"['Drama', 'Horror', 'Mystery']",109,Usa,English,['Niels Arden Oplev'],"['Peter Filardi', 'Ben Ripley']","['Ellen Page', 'Diego Luna', 'Nina Dobrev', 'James Norton', 'Kiersey Clemons']",Columbia Pictures,5.2,40290,19000000,45158254,27,26158254,1.38
2039345,Grand Piano,2013,3,"['Drama', 'Music', 'Mystery']",90,Spain,English,['Eugenio Mira'],['Damien Chazelle'],"['Elijah Wood', 'John Cusack', 'Kerry Bishé', 'Tamsin Egerton', 'Allen Leech']",Nostromo Pictures,5.9,17198,,1618085,61,,
2039393,The Gambler,2014,12,"['Crime', 'Drama', 'Thriller']",111,Usa,English,['Rupert Wyatt'],"['William Monahan', 'James Toback']","['Mark Wahlberg', 'George Kennedy', 'Griffin Cleveland', 'Jessica Lange', 'Omar Leyva']",Paramount Pictures,6.0,64673,25000000,39280992,55,14280992,0.57
2039412,Never Here,2017,10,"['Drama', 'Mystery', 'Thriller']",110,Usa,English,['Camille Thoman'],"['Camille Thoman', 'Camille Thoman']","['Mireille Enos', 'Sam Shepard', 'Goran Visnjic', 'Vincent Piazza', 'Nina Arianda']",Before The Door Pictures,4.3,856,,,66,,
2040504,Shirin in Love,2014,3,"['Comedy', 'Romance']",104,Usa,English,['Ramin Niami'],['Ramin Niami'],"['Nazanin Boniadi', 'Riley Smith', 'Amy Madigan', 'Marshall Manesh', 'Maz Jobrani']",Sideshow,5.0,732,,49254,29,,
2040560,The Pact,2012,6,"['Horror', 'Mystery', 'Thriller']",89,Usa,English,['Nicholas Mccarthy'],['Nicholas Mccarthy'],"['Caity Lotz', 'Kathleen Rose Perkins', 'Haley Hudson', 'Sam Ball', 'Mark Steger']",Preferred Content,5.7,23044,400000,5664404,54,5264404,13.16
2041487,Sweet Talk,2013,3,"['Adventure', 'Drama']",92,Usa,English,['Terri Hanauer'],"['Peter Lefcourt', 'Peter Lefcourt']","['Karen Austin', 'Devion Andrez Coleman', 'John Glover', 'Lindsay Hollister', 'Anzu Lawson']",Sweet Talk Productions,5.2,273,197894,,37,,
2042432,Wo 11,2011,5,"['Crime', 'Drama', 'History']",110,China,Mandarin,['Xiaoshuai Wang'],"['Ni Lao', 'Lao Ni']","['Jingchun Wang', 'Wenqing Liu', 'Guo Liuxing Zhong', 'Kexuan Zhang', 'Yihao Lou']",Wxs Productions,7.1,597,,11599,71,,
2042568,Inside Llewyn Davis,2013,2,"['Comedy', 'Drama', 'Music']",104,Usa,English,"['Ethan Coen', 'Joel Coen']","['Joel Coen', 'Ethan Coen']","['Oscar Isaac', 'Carey Mulligan', 'Justin Timberlake', 'Ethan Phillips', 'Robin Bartlett']",Cbs Films,7.5,135904,11000000,32960249,93,21960249,2.0
2042583,La jaula de oro,2013,11,['Drama'],108,Mexico,Spanish,['Diego Quemada-Díez'],"['Diego Quemada-Díez', 'Gibrán Portela']","['Brandon López', 'Rodolfo Domínguez', 'Karen Martínez', 'Carlos Chajon', 'Héctor Tahuite']",Animal De Luz Films,7.6,4417,2500000,1021223,74,-1478777,-0.59
2042692,The Unseen,2017,12,"['Drama', 'Mystery', 'Thriller']",108,Uk,English,['Gary Sinyor'],['Gary Sinyor'],"['Richard Flood', 'Simon Cotton', 'Jasmine Hyde', 'Derek Horsham', 'Sushil Chudasama']",Magnet Films,4.2,218,,,49,,
2043879,Histórias que Só Existem Quando Lembradas,2011,7,['Drama'],98,Brazil,Portuguese,['Júlia Murat'],"['Maria Clara Escobar', 'Júlia Murat']","['Sonia Guedes', 'Lisa Fávero', 'Luis Serra', 'Ricardo Merkin', 'Nelson Justiniano']",Taiga Filmes,7.3,706,,40729,74,,
2043933,Night Moves,2013,4,"['Drama', 'Thriller']",112,Usa,English,['Kelly Reichardt'],"['Jonathan Raymond', 'Kelly Reichardt']","['Jesse Eisenberg', 'Dakota Fanning', 'Peter Sarsgaard', 'Alia Shawkat', 'Logan Miller']",Maybach Film Productions,6.0,14417,,858513,75,,
2044729,A Glimpse Inside the Mind of Charles Swan III,2012,3,['Comedy'],86,Usa,English,['Roman Coppola'],['Roman Coppola'],"['Charlie Sheen', 'James Paradise', 'Anne Bellamy', 'Jason Schwartzman', 'Patricia Arquette']",American Zoetrope,4.8,4946,,210565,28,,
2044801,Kite,2014,8,"['Action', 'Crime', 'Thriller']",90,Usa,English,['Ralph Ziman'],"['Yasuomi Umetsu', 'Brian Cox']","['India Eisley', 'Jaco Muller', 'Annabel Linder', 'Christina Storm', 'Callan Mcauliffe']",Videovision Entertainment,4.4,5663,,507180,19,,
2048824,Old Fashioned,2014,2,"['Drama', 'Romance']",115,Usa,English,['Rik Swartzwelder'],['Rik Swartzwelder'],"['Elizabeth Roberts', 'Rik Swartzwelder', 'Lejon Woods', 'Tyler Hollinger', 'Nini Hadjis']",Old Is New,5.2,1859,600000,1914090,29,1314090,2.19
2049543,Synchronicity,2015,6,"['Drama', 'Mystery', 'Romance']",101,Usa,English,['Jacob Gentry'],"['Jacob Gentry', 'Alex Orr']","['Chad Mcknight', 'Brianne Davis', 'Aj Bowen', 'Scott Poythress', 'Michael Ironside']",Soapbox Films,5.5,10085,,4505,39,,
2049559,The Happy Sad,2013,8,"['Drama', 'Romance']",87,Usa,English,['Rodney Evans'],"['Ken Urban', 'Ken Urban']","['Leroy Mcclain', 'Sorel Carradine', 'Charlie Barnett', 'Cameron Scoggins', 'Maria Dizzia']",Miasma Films,5.2,388,,8395,49,,
2049630,Unfreedom,2014,5,"['Crime', 'Drama', 'Romance']",102,Usa,English,['Raj Amit Kumar'],"['Damon J. Taylor', 'Raj Amit Kumar']","['Victor Banerjee', 'Adil Hussain', 'Bhanu Uday', 'Preeti Gupta', 'Bhavani Lee']",69 Productions,5.1,1839,1500000,3778,24,-1496222,-1.0
2051879,Europa Report,2013,6,"['Drama', 'Mystery', 'Sci-Fi']",97,Usa,English,['Sebastián Cordero'],['Philip Gelatt'],"['Daniel Wu', 'Sharlto Copley', 'Christian Camargo', 'Karolina Wydra', 'Michael Nyqvist']",Wayfare Entertainment,6.4,66390,,125687,68,,
2053425,De rouille et d'os,2012,10,"['Drama', 'Romance']",120,France,French,['Jacques Audiard'],"['Jacques Audiard', 'Thomas Bidegain']","['Marion Cotillard', 'Matthias Schoenaerts', 'Armand Verdure', 'Céline Sallette', 'Corinne Masiero']",Why Not Productions,7.5,62551,,25807712,73,,
2053463,Side Effects,2013,5,"['Crime', 'Drama', 'Mystery']",106,Usa,English,['Steven Soderbergh'],['Scott Z. Burns'],"['Rooney Mara', 'Carmen Pelaez', 'Marin Ireland', 'Channing Tatum', 'Polly Draper']",Endgame Entertainment,7.1,177680,30000000,63414135,75,33414135,1.11
2054790,Michael Kohlhaas,2013,8,"['Drama', 'History']",122,France,French,['Arnaud Des Pallières'],"['Christelle Berthevas', 'Arnaud Des Pallières']","['Mads Mikkelsen', 'Mélusine Mayance', 'Delphine Chuillot', 'David Kross', 'Bruno Ganz']",Les Films D'Ici,6.1,7509,,813550,51,,
2055765,The English Teacher,2013,5,"['Comedy', 'Drama']",93,Usa,English,['Craig Zisk'],"['Dan Chariton', 'Stacy Chariton']","['Julianne Moore', 'Michael Angarano', 'Greg Kinnear', 'Lily Collins', 'Nathan Lane']",Artina Films,5.8,11775,,320013,42,,
2056771,A Bigger Splash,2015,11,"['Drama', 'Thriller']",125,Italy,English,['Luca Guadagnino'],"['David Kajganich', 'Jacques Deray']","['Tilda Swinton', 'Matthias Schoenaerts', 'Ralph Fiennes', 'Dakota Johnson', 'Corrado Guzzanti']",Frenesy Film Company,6.4,26469,,7545758,74,,
2057392,Eye in the Sky,2015,8,"['Action', 'Drama', 'Thriller']",102,Uk,English,['Gavin Hood'],['Guy Hibbert'],"['Faisa Hassan', 'Aisha Takow', 'Armaan Haggio', 'Helen Mirren', 'Bob Chappell']",Raindog Films,7.3,77481,13000000,35259653,73,22259653,1.71
2058107,The Railway Man,2013,9,"['Biography', 'Drama', 'Romance']",116,Switzerland,English,['Jonathan Teplitzky'],"['Frank Cottrell Boyce', 'Andy Paterson']","['Jeremy Irvine', 'Colin Firth', 'Stellan Skarsgård', 'Nicole Kidman', 'Michael Mackenzie']",Archer Street Productions,7.1,36846,18000000,24174885,59,6174885,0.34
2058673,Point Break,2015,1,"['Action', 'Adventure', 'Crime']",114,China,English,['Ericson Core'],"['Kurt Wimmer', 'Rick King']","['Edgar Ramírez', 'Luke Bracey', 'Ray Winstone', 'Teresa Palmer', 'Matias Varela']",Alcon Entertainment,5.3,57369,105000000,133718711,34,28718711,0.27
2059171,13 Sins,2014,4,"['Horror', 'Thriller']",93,Usa,English,['Daniel Stamm'],"['David Birke', 'Daniel Stamm']","['Mark Webber', 'Devon Graye', 'Tom Bower', 'Rutina Wesley', 'Ron Perlman']",Radius-Twc,6.3,32536,4000000,826913,44,-3173087,-0.79
2059255,No,2012,5,['Drama'],118,Chile,Spanish,['Pablo Larraín'],"['Pedro Peirano', 'Antonio Skármeta']","['Gael García Bernal', 'Alfredo Castro', 'Luis Gnecco', 'Néstor Cantillana', 'Antonia Zegers']",Participant,7.4,22664,,7699095,81,,
2062497,Breakfast with Curtis,2012,6,['Drama'],84,Usa,English,['Laura Colella'],['Laura Colella'],"['Jonah Parker', 'Theo Green', 'David A. Parker', 'Aaron Jungels', 'Yvonne Parker']",Ziafilm7,6.7,235,,6629,62,,
2062622,Postman Pat: The Movie,2014,1,"['Animation', 'Comedy', 'Family']",88,Uk,English,['Mike Disa'],"['Nicole Dubuc', 'Kim Fuller']","['Stephen Mangan', 'Jim Broadbent', 'Rupert Grint', 'David Tennant', 'Ronan Keating']",Classic Media,4.6,1564,,7102455,44,,
2062700,Song to Song,2017,5,"['Drama', 'Music', 'Romance']",129,Usa,English,['Terrence Malick'],['Terrence Malick'],"['Ryan Gosling', 'Rooney Mara', 'Michael Fassbender', 'Natalie Portman', 'Cate Blanchett']",Buckeye Pictures,5.7,18055,,1813453,54,,
2062966,King Kelly,2012,5,['Drama'],84,Usa,English,['Andrew Neel'],"['Andrew Neel', 'Mike Roberts']","['Louisa Krause', 'Libby Woodbridge', 'Roderick Hill', 'Will Brill', 'Jon Orsini']",Seethink Films,5.0,546,,,66,,
2062969,L'enfant d'en haut,2012,5,"['Crime', 'Drama']",97,France,French,['Ursula Meier'],"['Antoine Jaccoud', 'Ursula Meier']","['Léa Seydoux', 'Kacey Mottet Klein', 'Martin Compston', 'Gillian Anderson', 'Jean-François Stévenin']",Vega Film,7.1,6148,,1218174,81,,
2063008,The Road,2011,11,"['Crime', 'Drama', 'Horror']",110,Philippines,Filipino,['Yam Laranas'],"['Aloy Adlawan', 'Yam Laranas']","['Carmina Villaroel', 'Marvin Agustin', 'Rhian Ramos', 'Tj Trinidad', 'Barbie Forteza']",Gma Films,5.6,1639,300000,942041,71,642041,2.14
2063011,Jik zin,2012,1,"['Action', 'Drama', 'Thriller']",122,Hong Kong,Mandarin,['Dante Lam'],"['Dante Lam', 'Candy Leung']","['Jay Chou', 'Nicholas Tse', 'Peng Lin', 'Bing Bai', 'Andy On']",Beijing Universe Starlight Culture Media,5.9,2481,,5712014,32,,
2063666,Hello I Must Be Going,2012,1,"['Comedy', 'Drama', 'Romance']",95,Usa,English,['Todd Louiso'],['Sarah Koskoff'],"['Melanie Lynskey', 'Blythe Danner', 'John Rubinstein', 'Sara Chase', 'Daniel Eric Gold']",Hello I Must Be Going,6.2,5753,,354939,62,,
2063781,Smashed,2012,12,['Drama'],81,Usa,English,['James Ponsoldt'],"['Susan Burke', 'James Ponsoldt']","['Mary Elizabeth Winstead', 'Aaron Paul', 'Nick Offerman', 'Megan Mullally', 'Octavia Spencer']",Super Crispy Entertainment,6.8,16280,500000,499725,71,-275,-0.0
2064968,The Longest Week,2014,9,"['Comedy', 'Drama', 'Romance']",86,Usa,English,['Peter Glanz'],"['Peter Glanz', 'Juan Iglesias']","['Jason Bateman', 'Tony Roberts', 'Laura Clery', 'William Abadie', 'Stephen Temperly']",Armian Pictures,5.4,11284,,46460,34,,
2066051,Rocketman,2019,5,"['Biography', 'Drama', 'Music']",121,Uk,English,['Dexter Fletcher'],['Lee Hall'],"['Taron Egerton', 'Jamie Bell', 'Richard Madden', 'Bryce Dallas Howard', 'Gemma Jones']",Paramount Pictures,7.3,124399,40000000,195179299,69,155179299,3.88
2066176,Any Day Now,2012,9,['Drama'],98,Usa,English,['Travis Fine'],"['Travis Fine', 'George Arthur Bloom']","['Alan Cumming', 'Garret Dillahunt', 'Isaac Leyva', 'Frances Fisher', 'Gregg Henry']",Pfm Pictures,7.5,5776,,261747,60,,
2070597,Shanghai Calling,2012,8,"['Comedy', 'Drama', 'Romance']",100,Usa,English,['Daniel Hsia'],['Daniel Hsia'],"['Le Geng', 'Daniel Henney', 'Sean Gallagher', 'Bill Marcus', 'John Paul Lopez']",Americatown,6.2,1584,,10400,45,,
2070776,Populaire,2012,5,"['Comedy', 'Romance', 'Sport']",111,France,French,['Régis Roinsard'],"['Régis Roinsard', 'Daniel Presley']","['Romain Duris', 'Déborah François', 'Bérénice Bejo', 'Shaun Benson', 'Mélanie Bernier']",Trésor Films,6.9,11314,,12698385,58,,
2070862,Temptation: Confessions of a Marriage Counselor,2013,3,"['Drama', 'Thriller']",111,Usa,English,['Tyler Perry'],"['Tyler Perry', 'Tyler Perry']","['Jurnee Smollett', 'Lance Gross', 'Kim Kardashian West', 'Vanessa Williams', 'Robbie Jones']",Lionsgate,5.0,11334,,53143144,26,,
2071441,Wi-heom-han gyan-gye,2012,9,"['Drama', 'Mystery', 'Romance']",110,China,Mandarin,['Jin-Ho Hur'],"['Choderlos De Laclos', 'Geling Yan']","['Cecilia Cheung', 'Dong-Gun Jang', 'Ziyi Zhang', 'Shawn Dou', 'Lisa Lu']",Zonbo Media,5.9,1767,31000000,2074864,59,-28925136,-0.93
2071550,Open Grave,2013,8,"['Horror', 'Mystery', 'Thriller']",102,Usa,English,['Gonzalo López-Gallego'],"['Eddie Borey', 'Chris Borey']","['Sharlto Copley', 'Thomas Kretschmann', 'Josie Ho', 'Joseph Morgan', 'Erin Richards']",Atlas Independent,6.2,27548,,489812,33,,
2072233,Sleepless,2017,2,"['Action', 'Crime', 'Thriller']",95,Usa,English,['Baran Bo Odar'],"['Andrea Berloff', 'Frédéric Jardin']","['Jamie Foxx', 'Michelle Monaghan', 'Scoot Mcnairy', 'Dermot Mulroney', 'T.I.']",Open Road Films (Ii),5.6,29261,30000000,32917353,34,2917353,0.1
2073016,Le fils de l'autre,2012,3,['Drama'],105,France,French,['Lorraine Lévy'],"['Noam Fitoussi', 'Lorraine Lévy']","['Emmanuelle Devos', 'Pascal Elbé', 'Jules Sitruk', 'Mehdi Dehbi', 'Areen Omari']",Rapsodie Production,7.3,3344,,3820405,63,,
